algorithm,seed,t,V,window,grid_density,mos,swer,q_semantic,q_energy,violation_flag,energy_cum,snr_db,noise_std,P_index,B_index,reward,q_prev_before,utility_reward,lyapunov_reward,scaled_reward,decision_latency_ms,mu_star,mu_choice,run_tag,experiment_id,best_by_metric
best_fixed_arm_oracle,0,16,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.962787050857135,0.0,4.962787050857135,3970.229640685708,4.962787050857135,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,17,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.974184992181542,0.0,4.974184992181542,3979.347993745234,4.974184992181542,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,18,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.010581526818707,0.0,5.010581526818707,4008.4652214549656,5.010581526818707,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,19,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.042125668472134,0.0,5.042125668472134,4033.700534777707,5.042125668472134,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,20,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.983573266852798,0.0,4.983573266852798,3986.8586134822385,4.983573266852798,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,21,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.0583231735274845,0.0,5.0583231735274845,4046.658538821988,5.0583231735274845,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,22,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.95674026632567,0.0,4.95674026632567,3965.392213060536,4.95674026632567,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,23,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.007575503504651,0.0,5.007575503504651,4006.060402803721,5.007575503504651,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,24,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.035173509082591,0.0,5.035173509082591,4028.1388072660725,5.035173509082591,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,25,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.9947006148880435,0.0,4.9947006148880435,3995.7604919104347,4.9947006148880435,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,26,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.9528250375323095,0.0,4.9528250375323095,3962.2600300258478,4.9528250375323095,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,27,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.943913731187079,0.0,4.943913731187079,3955.1309849496633,4.943913731187079,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,28,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.967113708716633,0.0,4.967113708716633,3973.690966973307,4.967113708716633,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,29,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.001009756173502,0.0,5.001009756173502,4000.807804938802,5.001009756173502,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,30,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.9395190908230635,0.0,4.9395190908230635,3951.615272658451,4.9395190908230635,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,31,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.979541221256414,0.0,4.979541221256414,3983.6329770051316,4.979541221256414,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,32,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.982038749504277,0.0,4.982038749504277,3985.6309996034215,4.982038749504277,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,33,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.017042279234291,0.0,5.017042279234291,4013.6338233874326,5.017042279234291,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,34,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.000732956125317,0.0,5.000732956125317,4000.5863649002536,5.000732956125317,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,35,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.007768635451996,0.0,5.007768635451996,4006.2149083615973,5.007768635451996,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,36,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.957308569529083,0.0,4.957308569529083,3965.8468556232665,4.957308569529083,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,37,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.983519318315362,0.0,4.983519318315362,3986.8154546522896,4.983519318315362,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,38,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.029198773503067,0.0,5.029198773503067,4023.3590188024536,5.029198773503067,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,39,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.064671557261038,0.0,5.064671557261038,4051.7372458088303,5.064671557261038,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,40,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.9270467233947945,0.0,4.9270467233947945,3941.6373787158354,4.9270467233947945,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,41,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.065696188736953,0.0,5.065696188736953,4052.5569509895627,5.065696188736953,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,42,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.057293771189116,0.0,5.057293771189116,4045.8350169512923,5.057293771189116,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,43,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.029065570035022,0.0,5.029065570035022,4023.2524560280176,5.029065570035022,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,44,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.003222781516466,0.0,5.003222781516466,4002.5782252131726,5.003222781516466,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,45,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.974303859273179,0.0,4.974303859273179,3979.443087418543,4.974303859273179,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,46,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.062901034176848,0.0,5.062901034176848,4050.3208273414784,5.062901034176848,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,47,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.088012915822499,0.0,5.088012915822499,4070.410332657999,5.088012915822499,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,48,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.080081743493307,0.0,5.080081743493307,4064.0653947946453,5.080081743493307,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,49,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.055755188236719,0.0,5.055755188236719,4044.6041505893754,5.055755188236719,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,50,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.007869020532948,0.0,5.007869020532948,4006.2952164263584,5.007869020532948,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,51,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.929584068385892,0.0,4.929584068385892,3943.6672547087132,4.929584068385892,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,52,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.989777293343996,0.0,4.989777293343996,3991.821834675197,4.989777293343996,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,53,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.022823746753817,0.0,5.022823746753817,4018.2589974030534,5.022823746753817,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,54,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.925581926812523,0.0,4.925581926812523,3940.4655414500185,4.925581926812523,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,55,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.0097561030091,0.0,5.0097561030091,4007.8048824072803,5.0097561030091,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,56,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.011493184741112,0.0,5.011493184741112,4009.1945477928894,5.011493184741112,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,57,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.024802136198144,0.0,5.024802136198144,4019.841708958515,5.024802136198144,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,58,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.930794101662141,0.0,4.930794101662141,3944.6352813297126,4.930794101662141,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,59,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.956914871398048,0.0,4.956914871398048,3965.531897118439,4.956914871398048,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,60,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.968178237642839,0.0,4.968178237642839,3974.5425901142708,4.968178237642839,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,61,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.931509904611357,0.0,4.931509904611357,3945.2079236890854,4.931509904611357,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,62,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.076968393856507,0.0,5.076968393856507,4061.5747150852058,5.076968393856507,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,63,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.9652044635778925,0.0,4.9652044635778925,3972.163570862314,4.9652044635778925,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,64,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.006448481473011,0.0,5.006448481473011,4005.1587851784084,5.006448481473011,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,65,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.977071372726304,0.0,4.977071372726304,3981.657098181043,4.977071372726304,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,66,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.069173643940107,0.0,5.069173643940107,4055.3389151520855,5.069173643940107,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,67,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.056018049354092,0.0,5.056018049354092,4044.814439483274,5.056018049354092,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,68,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.021667631141246,0.0,5.021667631141246,4017.3341049129967,5.021667631141246,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,69,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.879824505967668,0.0,4.879824505967668,3903.8596047741344,4.879824505967668,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,70,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.992601448712994,0.0,4.992601448712994,3994.0811589703953,4.992601448712994,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,71,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.0241843095388266,0.0,5.0241843095388266,4019.347447631061,5.0241843095388266,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,72,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.040198078792109,0.0,5.040198078792109,4032.1584630336874,5.040198078792109,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,73,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.959104647764621,0.0,4.959104647764621,3967.2837182116964,4.959104647764621,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,74,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.081100568166416,0.0,5.081100568166416,4064.880454533133,5.081100568166416,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,75,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.923978451499336,0.0,4.923978451499336,3939.1827611994686,4.923978451499336,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,76,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.956923598909239,0.0,4.956923598909239,3965.5388791273913,4.956923598909239,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,77,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.036752499405702,0.0,5.036752499405702,4029.4019995245612,5.036752499405702,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,78,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.992452730691266,0.0,4.992452730691266,3993.962184553013,4.992452730691266,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,79,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.090119629182263,0.0,5.090119629182263,4072.0957033458108,5.090119629182263,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,80,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.999425959625624,0.0,4.999425959625624,3999.540767700499,4.999425959625624,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,81,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.958340295490389,0.0,4.958340295490389,3966.6722363923113,4.958340295490389,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,82,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.9711218247383595,0.0,4.9711218247383595,3976.8974597906877,4.9711218247383595,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,83,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.935442694119041,0.0,4.935442694119041,3948.3541552952324,4.935442694119041,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,84,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.926115991680669,0.0,4.926115991680669,3940.8927933445357,4.926115991680669,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,85,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.021520574538412,0.0,5.021520574538412,4017.21645963073,5.021520574538412,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,86,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.019058290620641,0.0,5.019058290620641,4015.2466324965126,5.019058290620641,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,87,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.0547279409720565,0.0,5.0547279409720565,4043.782352777645,5.0547279409720565,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,88,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.952269710437004,0.0,4.952269710437004,3961.815768349603,4.952269710437004,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
best_fixed_arm_oracle,0,89,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.074455372622184,0.0,5.074455372622184,4059.5642980977473,5.074455372622184,0.0,4.99,4.99,task3_best_fixed_arm_oracle_V800.0_w300_g10_T10000_s0,exp_0,scaled_reward
