algorithm,seed,t,V,window,grid_density,mos,swer,q_semantic,q_energy,violation_flag,energy_cum,snr_db,noise_std,semantic_weight,P_index,B_index,reward,q_prev_before,utility_reward,lyapunov_reward,scaled_reward,decision_latency_ms,mu_star,mu_choice,run_tag,experiment_id,scenario
lagrangian_ppo,0,56,800.0,10000,50,2.2816326530612248,0.0,0.0,0.0,1,0.6510204081632653,10.0,0.05,0.0,-1,-1,2.2380237969860097,0.0,2.2380237969860097,1790.419037588808,2.2380237969860097,0.6778000024496578,4.99,2.216530612244898,task3_lagrangian_ppo_V800.0_w10000_g50_T10000_s0,exp_0,bandit_stationary_pure
lagrangian_ppo,0,57,800.0,10000,50,1.7673469387755103,0.0,0.0,0.0,0,0.3387755102040817,10.0,0.05,0.0,-1,-1,1.7682715239532456,0.0,1.7682715239532456,1414.6172191625965,1.7682715239532456,0.6503000004158821,4.99,1.7334693877551022,task3_lagrangian_ppo_V800.0_w10000_g50_T10000_s0,exp_0,bandit_stationary_pure
lagrangian_ppo,0,58,800.0,10000,50,3.3102040816326532,0.0,0.0,0.0,0,0.13673469387755102,10.0,0.05,0.0,-1,-1,3.2373247139070385,0.0,3.2373247139070385,2589.8597711256307,3.2373247139070385,1.1435999986133538,4.99,3.296530612244898,task3_lagrangian_ppo_V800.0_w10000_g50_T10000_s0,exp_0,bandit_stationary_pure
lagrangian_ppo,0,59,800.0,10000,50,1.9142857142857144,0.0,0.0,0.0,0,0.41224489795918373,10.0,0.05,0.0,-1,-1,1.8399760958878442,0.0,1.8399760958878442,1471.9808767102754,1.8399760958878444,2.077200002531754,4.99,1.873061224489796,task3_lagrangian_ppo_V800.0_w10000_g50_T10000_s0,exp_0,bandit_stationary_pure
lagrangian_ppo,0,60,800.0,10000,50,4.26530612244898,0.0,0.0,0.0,0,0.44897959183673475,10.0,0.05,0.0,-1,-1,4.198586400908145,0.0,4.198586400908145,3358.8691207265156,4.198586400908145,0.9896000010485295,4.99,4.220408163265306,task3_lagrangian_ppo_V800.0_w10000_g50_T10000_s0,exp_0,bandit_stationary_pure
lagrangian_ppo,0,61,800.0,10000,50,4.926530612244898,0.0,0.0,0.0,0,0.19183673469387758,10.0,0.05,0.0,-1,-1,4.848856843386867,0.0,4.848856843386867,3879.085474709493,4.848856843386867,0.8997000004455913,4.99,4.90734693877551,task3_lagrangian_ppo_V800.0_w10000_g50_T10000_s0,exp_0,bandit_stationary_pure
lagrangian_ppo,0,62,800.0,10000,50,3.9714285714285715,0.0,0.0,0.0,0,0.21020408163265308,10.0,0.05,0.0,-1,-1,4.037376557121813,0.0,4.037376557121813,3229.90124569745,4.037376557121813,0.6465999977081083,4.99,3.950408163265306,task3_lagrangian_ppo_V800.0_w10000_g50_T10000_s0,exp_0,bandit_stationary_pure
lagrangian_ppo,0,63,800.0,10000,50,2.722448979591837,0.0,0.0,0.0,1,0.5959183673469388,10.0,0.05,0.0,-1,-1,2.6380616064350355,0.0,2.6380616064350355,2110.4492851480286,2.638061606435036,0.6369000002450775,4.99,2.6628571428571433,task3_lagrangian_ppo_V800.0_w10000_g50_T10000_s0,exp_0,bandit_stationary_pure
lagrangian_ppo,0,64,800.0,10000,50,4.044897959183674,0.0,0.0,0.0,0,0.3938775510204082,10.0,0.05,0.0,-1,-1,4.021958685554643,0.0,4.021958685554643,3217.5669484437144,4.021958685554643,0.6830999991507269,4.99,4.005510204081633,task3_lagrangian_ppo_V800.0_w10000_g50_T10000_s0,exp_0,bandit_stationary_pure
lagrangian_ppo,0,65,800.0,10000,50,2.1346938775510207,0.0,0.0,0.0,1,0.8714285714285714,10.0,0.05,0.0,-1,-1,2.0346223931344674,0.0,2.0346223931344674,1627.6979145075738,2.0346223931344674,0.6828000005043577,4.99,2.0475510204081635,task3_lagrangian_ppo_V800.0_w10000_g50_T10000_s0,exp_0,bandit_stationary_pure
